Date,Hour,NO Consume,SE Consume,FI Consume,DK Consume,Nordic Consume,EE Consume,LV Consume,LT Consume,Baltic Consume,Total Consume
01-01-2014,0,14374,15210,8967,3274,41825,757,716,912,2385,44210
01-01-2014,1,14181,14775,8642,3171,40769,730,675,863,2268,43037
01-01-2014,2,13936,14434,8453,3043,39866,703,647,824,2174,42040
01-01-2014,3,13654,14011,8384,2963,39012,688,628,797,2113,41125
01-01-2014,4,13613,13944,8452,2879,38888,687,628,792,2107,40995
01-01-2014,5,13710,14119,8655,2854,39338,688,641,803,2132,41470
01-01-2014,6,13983,14505,8657,2958,40103,697,654,821,2172,42275
01-01-2014,7,14324,14946,8832,3090,41192,729,659,819,2207,43399
01-01-2014,8,14637,15169,8917,3165,41888,737,663,850,2250,44138
01-01-2014,9,14891,15514,8954,3289,42648,775,696,909,2380,45028
01-01-2014,10,15424,15967,9131,3509,44031,809,731,961,2501,46532
01-01-2014,11,15828,16380,9233,3647,45088,824,750,989,2563,47651
01-01-2014,12,16174,16735,9287,3712,45908,835,762,993,2590,48498
01-01-2014,13,16250,16846,9414,3725,46235,851,773,995,2619,48854
01-01-2014,14,16397,17314,9825,3754,47290,886,791,1017,2694,49984
01-01-2014,15,16540,17699,10073,3794,48106,951,863,1114,2928,51034
01-01-2014,16,16753,18165,10103,4065,49086,960,896,1182,3038,52124
01-01-2014,17,17052,18381,10164,4364,49961,952,898,1184,3034,52995
01-01-2014,18,16585,18035,10160,4316,49096,946,890,1169,3005,52101
01-01-2014,19,16210,17522,9947,4118,47797,933,878,1137,2948,50745
01-01-2014,20,16062,17094,9599,3892,46647,905,852,1086,2843,49490
01-01-2014,21,15685,16643,9841,3670,45839,863,796,993,2652,48491
01-01-2014,22,15273,16016,9686,3410,44385,817,727,910,2454,46839
01-01-2014,23,14891,15325,9233,3175,42624,764,671,839,2274,44898
02-01-2014,0,14308,14607,8886,2999,40800,730,630,792,2152,42952
02-01-2014,1,13968,14279,8671,2875,39793,707,612,768,2087,41880
02-01-2014,2,13983,14142,8594,2849,39568,698,605,759,2062,41630
02-01-2014,3,13936,14068,8642,2886,39532,702,611,766,2079,41611
02-01-2014,4,14065,14096,8946,2965,40072,729,643,814,2186,42258
02-01-2014,5,14585,14674,9743,3215,42217,812,728,964,2504,44721
02-01-2014,6,15630,15800,10277,3735,45442,924,851,1123,2898,48340
02-01-2014,7,17084,17112,10629,4407,49232,1038,962,1254,3254,52486
02-01-2014,8,17596,17687,10705,4679,50667,1073,1003,1324,3400,54067
02-01-2014,9,17764,17925,10658,4742,51089,1107,1035,1358,3500,54589
02-01-2014,10,17963,18330,10706,4858,51857,1105,1039,1335,3479,55336
02-01-2014,11,18190,18734,10704,4876,52504,1097,1024,1324,3445,55949
02-01-2014,12,18204,18693,10695,4836,52428,1127,1042,1338,3507,55935
02-01-2014,13,18229,18982,10823,4827,52861,1117,1047,1323,3487,56348
02-01-2014,14,18374,19002,11057,4760,53193,1139,1057,1320,3516,56709
02-01-2014,15,18451,19384,11152,4739,53726,1167,1104,1361,3632,57358
02-01-2014,16,18419,19513,11125,4930,53987,1153,1096,1384,3633,57620
02-01-2014,17,18208,19482,11072,5317,54079,1122,1078,1355,3555,57634
02-01-2014,18,17904,19067,11085,5093,53149,1094,1038,1313,3445,56594
02-01-2014,19,17547,18737,10912,4729,51925,1055,1007,1259,3321,55246
02-01-2014,20,17199,18220,10450,4355,50224,1016,961,1181,3158,53382
02-01-2014,21,16744,17497,10503,4045,48789,949,884,1062,2895,51684
02-01-2014,22,16104,16416,10293,3682,46495,884,797,952,2633,49128
02-01-2014,23,15463,15523,9761,3306,44053,828,724,866,2418,46471
03-01-2014,0,14833,14877,9354,3047,42111,784,669,810,2263,44374
03-01-2014,1,14467,14445,9163,2927,41002,763,648,778,2189,43191
03-01-2014,2,14282,14321,9038,2880,40521,751,636,766,2153,42674
03-01-2014,3,14207,14255,9115,2882,40459,756,640,765,2161,42620
03-01-2014,4,14220,14424,9421,2963,41028,779,670,808,2257,43285
03-01-2014,5,14594,14722,10067,3172,42555,858,762,960,2580,45135
03-01-2014,6,15767,16143,10580,3669,46159,978,889,1116,2983,49142
03-01-2014,7,17063,17568,10986,4307,49924,1087,1006,1252,3345,53269
03-01-2014,8,17666,18284,11052,4576,51578,1111,1047,1301,3459,55037
03-01-2014,9,17759,18579,10931,4633,51902,1129,1061,1323,3513,55415
03-01-2014,10,17651,18825,10907,4729,52112,1138,1069,1338,3545,55657
03-01-2014,11,17504,18960,10919,4730,52113,1139,1048,1328,3515,55628
03-01-2014,12,17699,18800,10992,4677,52168,1152,1062,1344,3558,55726
03-01-2014,13,17789,18640,10956,4676,52061,1142,1066,1342,3550,55611
03-01-2014,14,17814,18834,11230,4635,52513,1156,1074,1332,3562,56075
03-01-2014,15,17751,18946,11372,4637,52706,1188,1118,1366,3672,56378
03-01-2014,16,17783,19315,11307,4910,53315,1166,1117,1385,3668,56983
03-01-2014,17,17803,19386,11310,5220,53719,1137,1089,1352,3578,57297
03-01-2014,18,17543,19023,11164,5036,52766,1107,1050,1300,3457,56223
03-01-2014,19,17051,18117,10929,4648,50745,1069,1016,1247,3332,54077
03-01-2014,20,16620,17419,10505,4274,48818,1011,964,1181,3156,51974
03-01-2014,21,16218,16888,10654,4024,47784,952,885,1073,2910,50694
03-01-2014,22,15648,16228,10416,3756,46048,877,806,968,2651,48699
03-01-2014,23,15106,15475,9872,3507,43960,823,731,887,2441,46401
04-01-2014,0,14666,15146,9387,3269,42468,778,677,818,2273,44741
04-01-2014,1,14090,14619,9102,3172,40983,753,648,779,2180,43163
04-01-2014,2,13830,14567,8972,3105,40474,742,636,763,2141,42615
04-01-2014,3,13641,14221,8932,3065,39859,738,634,756,2128,41987
04-01-2014,4,13700,14045,9069,3063,39877,748,655,777,2180,42057
04-01-2014,5,13894,14252,9362,3113,40621,778,695,838,2311,42932
04-01-2014,6,14240,14865,9443,3230,41778,823,759,916,2498,44276
04-01-2014,7,14586,15443,9711,3539,43279,874,816,981,2671,45950
04-01-2014,8,15328,16288,9879,3811,45306,909,860,1055,2824,48130
04-01-2014,9,15957,16473,9965,3950,46345,958,910,1134,3002,49347
04-01-2014,10,16435,17162,10024,4146,47767,981,936,1176,3093,50860
04-01-2014,11,16711,17347,10127,4122,48307,991,940,1193,3124,51431
04-01-2014,12,16700,17265,10184,4026,48175,1003,944,1197,3144,51319
04-01-2014,13,16518,17435,10255,3927,48135,1010,942,1180,3132,51267
04-01-2014,14,16526,17271,10585,3869,48251,1033,941,1179,3153,51404
04-01-2014,15,16773,17789,10857,3901,49320,1091,993,1245,3329,52649
04-01-2014,16,17113,18364,10967,4334,50778,1100,1019,1307,3426,54204
04-01-2014,17,17102,18444,11025,4803,51374,1086,1006,1283,3375,54749
04-01-2014,18,17067,18299,10943,4703,51012,1055,976,1241,3272,54284
04-01-2014,19,16637,17579,10588,4317,49121,1003,944,1191,3138,52259
04-01-2014,20,16046,16743,10180,3994,46963,962,901,1132,2995,49958
04-01-2014,21,15745,16255,10412,3757,46169,908,840,1037,2785,48954
04-01-2014,22,15207,15699,10244,3471,44621,844,773,951,2568,47189
04-01-2014,23,14893,15248,9784,3244,43169,791,707,864,2362,45531
05-01-2014,0,14281,14686,9332,3049,41348,749,654,803,2206,43554
05-01-2014,1,13961,14227,8996,2872,40056,716,628,770,2114,42170
05-01-2014,2,13757,14161,8884,2781,39583,701,617,751,2069,41652
05-01-2014,3,13622,14148,8830,2812,39412,698,610,744,2052,41464
05-01-2014,4,13534,14224,8848,2796,39402,708,623,757,2088,41490
05-01-2014,5,13552,14234,8991,2869,39646,733,660,811,2204,41850
05-01-2014,6,13814,14745,9004,2970,40533,770,709,859,2338,42871
05-01-2014,7,14076,15416,9173,3200,41865,816,752,899,2467,44332
05-01-2014,8,14478,15941,9280,3462,43161,848,789,964,2601,45762
05-01-2014,9,15102,16047,9394,3721,44264,894,835,1039,2768,47032
05-01-2014,10,15675,16660,9519,3940,45794,916,864,1088,2868,48662
05-01-2014,11,16339,17094,9602,4101,47136,927,877,1121,2925,50061
05-01-2014,12,16582,17295,9650,4105,47632,936,881,1141,2958,50590
05-01-2014,13,16337,16902,9680,4044,46963,940,890,1152,2982,49945
05-01-2014,14,16163,17224,10023,4016,47426,970,914,1166,3050,50476
05-01-2014,15,16610,17778,10248,4005,48641,1041,990,1250,3281,51922
05-01-2014,16,17301,18265,10307,4392,50265,1063,1022,1313,3398,53663
05-01-2014,17,17106,18584,10230,4923,50843,1055,1019,1308,3382,54225
05-01-2014,18,16958,18203,10157,4805,50123,1044,1002,1281,3327,53450
05-01-2014,19,16660,17749,9968,4463,48840,1016,984,1230,3230,52070
05-01-2014,20,16470,17216,9786,4107,47579,972,939,1155,3066,50645
05-01-2014,21,16152,16565,10061,3828,46606,906,860,1031,2797,49403
05-01-2014,22,15708,15839,9949,3534,45030,835,773,918,2526,47556
05-01-2014,23,15007,15103,9445,3326,42881,771,695,836,2302,45183
06-01-2014,0,14467,14717,8998,3130,41312,737,647,777,2161,43473
06-01-2014,1,14127,14468,8785,3010,40390,714,627,754,2095,42485
06-01-2014,2,13986,14442,8652,2952,40032,710,620,744,2074,42106
06-01-2014,3,14026,14414,8639,2963,40042,712,626,751,2089,42131
06-01-2014,4,14306,14573,8801,3056,40736,748,668,813,2229,42965
06-01-2014,5,14746,14929,9030,3352,42057,866,791,1032,2689,44746
06-01-2014,6,16165,15467,9127,4099,44858,1029,957,1233,3219,48077
06-01-2014,7,17882,15842,9399,4956,48079,1148,1076,1379,3603,51682
06-01-2014,8,18399,16528,9628,5260,49815,1170,1115,1417,3702,53517
06-01-2014,9,18305,16656,9737,5248,49946,1167,1120,1414,3701,53647
06-01-2014,10,18061,17313,9902,5348,50624,1168,1106,1401,3675,54299
06-01-2014,11,18057,17836,9990,5323,51206,1158,1075,1374,3607,54813
06-01-2014,12,18069,18051,10028,5196,51344,1172,1093,1386,3651,54995
06-01-2014,13,18282,18247,10209,5195,51933,1165,1094,1376,3635,55568
06-01-2014,14,18217,18300,10535,5154,52206,1175,1101,1380,3656,55862
06-01-2014,15,18464,18708,10732,5043,52947,1205,1146,1414,3765,56712
06-01-2014,16,18574,19215,10792,5226,53807,1186,1139,1451,3776,57583
06-01-2014,17,18440,19469,10797,5579,54285,1164,1116,1420,3700,57985
06-01-2014,18,17974,19131,10760,5325,53190,1125,1076,1369,3570,56760
06-01-2014,19,17736,18675,10527,4981,51919,1086,1040,1313,3439,55358
06-01-2014,20,17344,17921,10106,4546,49917,1029,979,1229,3237,53154
06-01-2014,21,16821,17157,10266,4288,48532,953,892,1082,2927,51459
06-01-2014,22,16161,16230,10085,3947,46423,867,797,955,2619,49042
06-01-2014,23,15307,15447,9656,3545,43955,804,720,869,2393,46348
07-01-2014,0,14466,14931,9258,3332,41987,767,669,821,2257,44244
07-01-2014,1,14144,14615,8968,3214,40941,743,647,796,2186,43127
07-01-2014,2,13942,14472,8893,3127,40434,728,640,786,2154,42588
07-01-2014,3,13885,14540,8886,3163,40474,735,646,792,2173,42647
07-01-2014,4,13976,14636,9206,3230,41048,769,688,852,2309,43357
07-01-2014,5,14313,15233,10127,3510,43183,888,806,1051,2745,45928
07-01-2014,6,15639,17113,10776,4136,47664,1030,961,1257,3248,50912
07-01-2014,7,17341,18751,11165,4872,52129,1147,1081,1393,3621,55750
07-01-2014,8,17770,19296,11197,5175,53438,1164,1113,1420,3697,57135
07-01-2014,9,17451,19228,11005,5122,52806,1156,1114,1420,3690,56496
07-01-2014,10,17302,19325,10861,5171,52659,1157,1103,1426,3686,56345
07-01-2014,11,17320,19428,10879,5125,52752,1153,1081,1398,3632,56384
07-01-2014,12,17228,19157,10834,5036,52255,1177,1099,1405,3681,55936
07-01-2014,13,17207,19170,10847,5039,52263,1181,1094,1391,3666,55929
07-01-2014,14,17127,19145,11074,5016,52362,1209,1101,1393,3703,56065
07-01-2014,15,17393,19568,11242,4941,53144,1226,1140,1419,3785,56929
07-01-2014,16,17734,19678,11171,5130,53713,1200,1135,1436,3771,57484
07-01-2014,17,17616,19975,11091,5547,54229,1165,1112,1401,3678,57907
07-01-2014,18,17357,19593,11063,5315,53328,1121,1073,1346,3540,56868
07-01-2014,19,17081,18753,10873,4981,51688,1087,1040,1292,3419,55107
07-01-2014,20,16826,18182,10289,4616,49913,1032,981,1197,3210,53123
07-01-2014,21,16378,17394,10328,4332,48432,952,894,1058,2904,51336
07-01-2014,22,15760,16540,10010,3983,46293,861,797,934,2592,48885
07-01-2014,23,14922,15522,9476,3561,43481,793,692,852,2337,45818
08-01-2014,0,14407,15023,9032,3287,41749,757,649,807,2213,43962
08-01-2014,1,13944,14716,8788,3177,40625,738,634,785,2157,42782
08-01-2014,2,13783,14511,8672,3123,40089,722,626,774,2122,42211
08-01-2014,3,13681,14374,8684,3133,39872,728,625,780,2133,42005
08-01-2014,4,13923,14552,8988,3190,40653,758,663,836,2257,42910
08-01-2014,5,14406,15315,9970,3442,43133,879,784,1033,2696,45829
08-01-2014,6,15704,17035,10524,4071,47334,1029,943,1243,3215,50549
08-01-2014,7,17382,18939,10839,4862,52022,1144,1054,1373,3571,55593
08-01-2014,8,17871,19505,10883,5142,53401,1165,1083,1394,3642,57043
08-01-2014,9,17711,19218,10695,5066,52690,1154,1082,1396,3632,56322
08-01-2014,10,17488,19347,10692,5139,52666,1155,1071,1386,3612,56278
08-01-2014,11,17298,19390,10770,5121,52579,1137,1031,1356,3524,56103
08-01-2014,12,17109,19125,10703,5008,51945,1162,1052,1382,3596,55541
08-01-2014,13,17005,19270,10700,5018,51993,1165,1056,1382,3603,55596
08-01-2014,14,17354,19453,10810,4996,52613,1174,1067,1392,3633,56246
08-01-2014,15,17769,20036,11042,4859,53706,1198,1115,1417,3730,57436
08-01-2014,16,17964,20276,11087,5098,54425,1172,1123,1449,3744,58169
08-01-2014,17,17821,20418,11075,5574,54888,1145,1098,1419,3662,58550
08-01-2014,18,17511,20140,11107,5341,54099,1116,1061,1360,3537,57636
08-01-2014,19,17351,19506,10798,4976,52631,1069,1027,1303,3399,56030
08-01-2014,20,17001,18799,10251,4606,50657,1027,970,1212,3209,53866
08-01-2014,21,16757,17884,10286,4287,49214,946,880,1059,2885,52099
08-01-2014,22,15988,16786,10002,3901,46677,862,779,931,2572,49249
08-01-2014,23,15224,15744,9436,3471,43875,794,704,845,2343,46218
09-01-2014,0,14693,15392,9033,3217,42335,748,656,792,2196,44531
09-01-2014,1,14359,15134,8784,3094,41371,735,629,766,2130,43501
09-01-2014,2,14205,15120,8662,3068,41055,727,620,753,2100,43155
09-01-2014,3,14285,15016,8733,3050,41084,732,623,762,2117,43201
09-01-2014,4,14496,15185,9059,3114,41854,757,661,826,2244,44098
09-01-2014,5,15093,15867,9882,3343,44185,872,782,1028,2682,46867
09-01-2014,6,16581,17812,10498,4036,48927,1028,944,1237,3209,52136
09-01-2014,7,18249,19999,10937,4933,54118,1138,1061,1358,3557,57675
09-01-2014,8,18669,20354,10958,5288,55269,1149,1094,1389,3632,58901
09-01-2014,9,18513,20129,10787,5315,54744,1145,1106,1400,3651,58395
09-01-2014,10,18550,20164,10739,5404,54857,1143,1066,1391,3600,58457
09-01-2014,11,18449,19950,10771,5432,54602,1126,1045,1368,3539,58141
09-01-2014,12,18299,19936,10698,5348,54281,1132,1068,1385,3585,57866
09-01-2014,13,18350,19911,10689,5361,54311,1137,1075,1378,3590,57901
09-01-2014,14,18474,20169,10939,5327,54909,1153,1082,1379,3614,58523
09-01-2014,15,18666,20569,11141,5164,55540,1188,1134,1415,3737,59277
09-01-2014,16,18963,20501,11140,5295,55899,1175,1129,1441,3745,59644
09-01-2014,17,18839,20632,11036,5644,56151,1150,1111,1403,3664,59815
09-01-2014,18,18417,20174,11091,5357,55039,1111,1077,1346,3534,58573
09-01-2014,19,18200,19668,10877,5062,53807,1067,1040,1285,3392,57199
09-01-2014,20,17950,18912,10413,4787,52062,1013,978,1191,3182,55244
09-01-2014,21,17723,18305,10466,4507,51001,938,884,1052,2874,53875
09-01-2014,22,17010,17509,10214,4171,48904,862,791,929,2582,51486
09-01-2014,23,16309,16810,9626,3793,46538,795,715,844,2354,48892
10-01-2014,0,15673,16246,9312,3535,44766,759,661,799,2219,46985
10-01-2014,1,15310,15766,9057,3378,43511,740,642,777,2159,45670
10-01-2014,2,15072,15716,9029,3301,43118,748,628,768,2144,45262
10-01-2014,3,15181,15744,9131,3312,43368,756,635,772,2163,45531
10-01-2014,4,15417,16041,9571,3382,44411,787,672,827,2286,46697
10-01-2014,5,15883,16737,10577,3640,46837,896,778,1022,2696,49533
10-01-2014,6,17249,18872,11226,4268,51615,1043,938,1226,3207,54822
10-01-2014,7,19041,20921,11637,5044,56643,1162,1053,1338,3553,60196
10-01-2014,8,19978,21450,11590,5310,58328,1173,1076,1355,3604,61932
10-01-2014,9,19695,21337,11474,5239,57745,1167,1079,1355,3601,61346
10-01-2014,10,19355,21500,11393,5282,57530,1177,1074,1360,3611,61141
10-01-2014,11,19330,21461,11410,5229,57430,1155,1042,1341,3538,60968
10-01-2014,12,18972,21292,11395,5133,56792,1180,1069,1358,3607,60399
10-01-2014,13,18901,21041,11334,4987,56263,1174,1067,1343,3584,59847
10-01-2014,14,18930,20944,11450,4817,56141,1167,1062,1327,3556,59697
10-01-2014,15,19074,21122,11711,4734,56641,1192,1100,1350,3642,60283
10-01-2014,16,19473,21679,11745,4990,57887,1185,1102,1397,3684,61571
10-01-2014,17,19502,21690,11764,5394,58350,1158,1084,1360,3602,61952
10-01-2014,18,19314,21120,11758,5209,57401,1128,1049,1310,3487,60888
10-01-2014,19,18861,20369,11550,4800,55580,1078,1015,1245,3338,58918
10-01-2014,20,18081,19284,11075,4348,52788,1035,960,1161,3156,55944
10-01-2014,21,17537,18566,11125,4073,51301,964,873,1045,2882,54183
10-01-2014,22,17140,17878,10885,3768,49671,909,792,942,2643,52314
10-01-2014,23,16574,17099,10383,3415,47471,858,718,861,2437,49908
11-01-2014,0,16027,16356,9975,3238,45596,826,670,804,2300,47896
11-01-2014,1,15657,16066,9715,3163,44601,802,647,775,2224,46825
11-01-2014,2,15474,15798,9630,3059,43961,793,638,760,2191,46152
11-01-2014,3,15434,15638,9529,3027,43628,795,641,764,2200,45828
11-01-2014,4,15477,15691,9752,3041,43961,795,655,789,2239,46200
11-01-2014,5,15616,15888,10062,3096,44662,822,695,856,2373,47035
11-01-2014,6,16033,16245,10203,3284,45765,867,763,936,2566,48331
11-01-2014,7,16673,16799,10542,3609,47623,928,829,1015,2772,50395
11-01-2014,8,17340,17450,10739,4002,49531,971,877,1098,2946,52477
11-01-2014,9,18159,18166,10762,4295,51382,1009,918,1154,3081,54463
11-01-2014,10,18699,18800,10879,4484,52862,1018,928,1168,3114,55976
11-01-2014,11,18870,19183,10888,4538,53479,1022,922,1177,3121,56600
11-01-2014,12,18725,19189,10914,4390,53218,1016,922,1171,3109,56327
11-01-2014,13,18603,19189,10964,4331,53087,1009,920,1159,3088,56175
11-01-2014,14,18646,19181,11175,4270,53272,1020,935,1161,3116,56388
11-01-2014,15,18750,19471,11661,4209,54091,1088,990,1217,3295,57386
11-01-2014,16,19188,20091,11892,4449,55620,1108,1022,1276,3406,59026
11-01-2014,17,19456,20478,12003,4891,56828,1106,1004,1253,3363,60191
11-01-2014,18,19514,20205,11829,4740,56288,1099,975,1207,3281,59569
11-01-2014,19,19024,19545,11404,4409,54382,1052,945,1155,3152,57534
11-01-2014,20,18485,18872,11067,4143,52567,1007,900,1091,2998,55565
11-01-2014,21,18131,18216,11310,3990,51647,943,836,996,2775,54422
11-01-2014,22,17564,17668,11166,3779,50177,885,766,907,2558,52735
11-01-2014,23,17125,17060,10718,3559,48462,840,699,824,2363,50825
12-01-2014,0,16789,16620,10370,3289,47068,798,655,775,2228,49296
12-01-2014,1,16542,16252,10110,3117,46021,770,631,747,2148,48169
12-01-2014,2,16316,16041,9941,3022,45320,760,618,733,2111,47431
12-01-2014,3,16281,16220,9931,3028,45460,756,616,731,2103,47563
12-01-2014,4,16312,16412,10040,3016,45780,767,631,750,2148,47928
12-01-2014,5,16432,16551,10149,3100,46232,792,666,800,2258,48490
12-01-2014,6,16787,16682,10195,3252,46916,825,717,861,2403,49319
12-01-2014,7,17143,17217,10470,3504,48334,871,766,915,2552,50886
12-01-2014,8,17720,17774,10491,3794,49779,909,812,996,2717,52496
12-01-2014,9,18247,18664,10671,4028,51610,962,855,1069,2886,54496
12-01-2014,10,18810,19346,10886,4124,53166,985,882,1116,2983,56149
12-01-2014,11,19084,19831,10976,4167,54058,992,890,1130,3012,57070
12-01-2014,12,19028,20010,10919,4139,54096,1001,897,1132,3030,57126
12-01-2014,13,18835,20107,10877,4087,53906,1010,896,1133,3039,56945
12-01-2014,14,18955,20136,11060,4072,54223,1029,903,1141,3073,57296
12-01-2014,15,19382,20658,11542,4006,55588,1089,960,1203,3252,58840
12-01-2014,16,20046,21845,11727,4365,57983,1123,1009,1304,3436,61419
12-01-2014,17,20273,22295,11735,5025,59328,1116,1007,1304,3427,62755
12-01-2014,18,20363,21901,11739,4942,58945,1103,984,1284,3371,62316
12-01-2014,19,20369,21654,11576,4625,58224,1084,964,1226,3274,61498
12-01-2014,20,20240,21099,11247,4304,56890,1034,921,1153,3108,59998
12-01-2014,21,19852,20510,11513,4037,55912,976,831,1049,2856,58768
12-01-2014,22,19471,19834,11427,3767,54499,908,752,946,2606,57105
12-01-2014,23,18800,18952,11068,3440,52260,854,680,849,2383,54643
13-01-2014,0,18008,18775,10730,3182,50695,802,633,800,2235,52930
13-01-2014,1,17724,18471,10498,3081,49774,791,621,774,2186,51960
13-01-2014,2,17507,18499,10463,3088,49557,782,612,762,2156,51713
13-01-2014,3,17592,18740,10572,3140,50044,789,623,772,2184,52228
13-01-2014,4,17943,19046,11015,3233,51237,828,667,827,2322,53559
13-01-2014,5,18538,19972,12064,3500,54074,945,794,1050,2789,56863
13-01-2014,6,20127,22172,12544,4223,59066,1107,978,1264,3349,62415
13-01-2014,7,22325,24283,12851,5066,64525,1219,1097,1357,3673,68198
13-01-2014,8,22957,24524,12675,5373,65529,1236,1139,1417,3792,69321
13-01-2014,9,22701,24556,12664,5361,65282,1236,1143,1455,3834,69116
13-01-2014,10,22602,24532,12561,5485,65180,1238,1119,1432,3789,68969
13-01-2014,11,22500,24380,12525,5503,64908,1223,1084,1404,3711,68619
13-01-2014,12,22515,24184,12446,5435,64580,1248,1116,1419,3783,68363
13-01-2014,13,22541,24168,12478,5415,64602,1246,1119,1411,3776,68378
13-01-2014,14,22465,24254,12447,5352,64518,1253,1121,1404,3778,68296
13-01-2014,15,22527,24612,12703,5243,65085,1279,1154,1429,3862,68947
13-01-2014,16,22779,24983,12778,5392,65932,1293,1176,1488,3957,69889
13-01-2014,17,22607,24855,12743,5729,65934,1267,1156,1466,3889,69823
13-01-2014,18,22318,24348,12777,5515,64958,1239,1112,1413,3764,68722
13-01-2014,19,21998,23865,12672,5191,63726,1191,1078,1360,3629,67355
13-01-2014,20,21654,22956,12358,4758,61726,1142,1013,1273,3428,65154
13-01-2014,21,21137,21997,12382,4436,59952,1059,916,1123,3098,63050
13-01-2014,22,20397,20931,12177,4042,57547,980,815,993,2788,60335
13-01-2014,23,19451,19860,11764,3648,54723,910,733,908,2551,57274
14-01-2014,0,18753,19049,11431,3383,52616,884,690,857,2431,55047
14-01-2014,1,18426,18964,11213,3225,51828,871,668,826,2365,54193
14-01-2014,2,18101,18781,11199,3137,51218,862,663,816,2341,53559
14-01-2014,3,18088,18870,11314,3155,51427,877,673,823,2373,53800
14-01-2014,4,18253,19070,11768,3243,52334,918,712,887,2517,54851
14-01-2014,5,18803,19673,12797,3520,54793,1030,836,1096,2962,57755
14-01-2014,6,20309,21841,13242,4236,59628,1178,1006,1308,3492,63120
14-01-2014,7,21990,23622,13462,5006,64080,1288,1127,1410,3825,67905
14-01-2014,8,22355,23818,13318,5290,64781,1307,1159,1440,3906,68687
14-01-2014,9,22058,23550,13243,5193,64044,1281,1159,1438,3878,67922
14-01-2014,10,22082,23555,12905,5261,63803,1267,1141,1422,3830,67633
14-01-2014,11,21995,23458,13055,5216,63724,1239,1102,1388,3729,67453
14-01-2014,12,21772,23397,12890,5160,63219,1260,1119,1404,3783,67002
14-01-2014,13,21893,23342,12852,5204,63291,1258,1116,1404,3778,67069
14-01-2014,14,22251,23492,12991,5151,63885,1257,1111,1392,3760,67645
14-01-2014,15,22096,23585,13392,5015,64088,1290,1156,1419,3865,67953
14-01-2014,16,22275,23969,13549,5196,64989,1310,1182,1470,3962,68951
14-01-2014,17,22074,23747,13521,5575,64917,1292,1162,1448,3902,68819
14-01-2014,18,21733,23454,13534,5321,64042,1261,1123,1397,3781,67823
14-01-2014,19,21413,23021,13348,5007,62789,1224,1090,1349,3663,66452
14-01-2014,20,21186,22340,12866,4636,61028,1183,1022,1259,3464,64492
14-01-2014,21,20621,21217,12882,4319,59039,1086,928,1108,3122,62161
14-01-2014,22,19830,20456,12563,3954,56803,1007,817,978,2802,59605
14-01-2014,23,18883,19239,12102,3571,53795,943,743,893,2579,56374
15-01-2014,0,18162,18813,11798,3322,52095,921,697,855,2473,54568
15-01-2014,1,17707,18337,11535,3171,50750,889,682,838,2409,53159
15-01-2014,2,17580,18223,11465,3083,50351,887,676,847,2410,52761
15-01-2014,3,17624,18177,11538,3093,50432,903,686,856,2445,52877
15-01-2014,4,17711,18329,11973,3208,51221,943,724,912,2579,53800
15-01-2014,5,18261,19315,12949,3451,53976,1051,850,1112,3013,56989
15-01-2014,6,19918,21430,13391,4175,58914,1200,1020,1315,3535,62449
15-01-2014,7,21616,23374,13564,4955,63509,1299,1137,1424,3860,67369
15-01-2014,8,22082,23343,13309,5230,63964,1313,1166,1451,3930,67894
15-01-2014,9,21927,23248,13252,5181,63608,1307,1163,1445,3915,67523
15-01-2014,10,21877,23190,13176,5288,63531,1289,1147,1439,3875,67406
15-01-2014,11,21723,23308,13148,5268,63447,1259,1095,1408,3762,67209
15-01-2014,12,21671,23288,13019,5197,63175,1271,1114,1425,3810,66985
15-01-2014,13,21616,23225,12921,5219,62981,1259,1120,1414,3793,66774
