Date,Hour,NO Consume,SE Consume,FI Consume,DK Consume,Nordic Consume,EE Consume,LV Consume,LT Consume,Baltic Consume,Total Consume
15-01-2014,14,21542,23247,12977,5081,62847,1270,1121,1407,3798,66645
15-01-2014,15,21650,23599,13310,4977,63536,1302,1162,1421,3885,67421
15-01-2014,16,21894,23834,13478,5194,64400,1332,1198,1480,4010,68410
15-01-2014,17,21732,24076,13413,5575,64796,1314,1178,1459,3951,68747
15-01-2014,18,21416,23338,13555,5359,63668,1288,1143,1412,3843,67511
15-01-2014,19,21151,22918,13431,5031,62531,1258,1112,1365,3735,66266
15-01-2014,20,20805,22071,13145,4671,60692,1208,1049,1276,3533,64225
15-01-2014,21,20272,21063,12843,4366,58544,1121,953,1123,3197,61741
15-01-2014,22,19672,19802,12595,3970,56039,1032,846,990,2868,58907
15-01-2014,23,18726,18839,12070,3599,53234,968,762,914,2644,55878
16-01-2014,0,17952,18034,11737,3340,51063,944,717,886,2547,53610
16-01-2014,1,17521,17848,11512,3248,50129,922,702,857,2481,52610
16-01-2014,2,17420,17812,11473,3223,49928,914,694,852,2460,52388
16-01-2014,3,17291,17996,11629,3258,50174,919,704,853,2476,52650
16-01-2014,4,17506,18241,12082,3333,51162,958,748,909,2615,53777
16-01-2014,5,18170,18941,13109,3603,53823,1077,878,1118,3073,56896
16-01-2014,6,19475,20803,13438,4275,57991,1233,1053,1315,3601,61592
16-01-2014,7,21460,22836,13669,5092,63057,1343,1170,1453,3966,67023
16-01-2014,8,22092,23135,13508,5399,64134,1357,1206,1489,4052,68186
16-01-2014,9,21729,22851,13465,5391,63436,1347,1199,1495,4041,67477
16-01-2014,10,21562,23029,13511,5441,63543,1320,1170,1476,3966,67509
16-01-2014,11,21383,23105,13437,5457,63382,1289,1130,1444,3863,67245
16-01-2014,12,21201,22930,13133,5384,62648,1310,1146,1453,3909,66557
16-01-2014,13,21202,22738,13214,5373,62527,1292,1137,1439,3868,66395
16-01-2014,14,21360,22719,13296,5315,62690,1298,1132,1435,3865,66555
16-01-2014,15,21443,23008,13536,5243,63230,1325,1179,1451,3955,67185
16-01-2014,16,21786,23665,13675,5443,64569,1341,1221,1526,4088,68657
16-01-2014,17,21654,23843,13648,5804,64949,1313,1210,1512,4035,68984
16-01-2014,18,21464,23505,13717,5592,64278,1287,1174,1459,3920,68198
16-01-2014,19,21207,23090,13519,5257,63073,1255,1136,1401,3792,66865
16-01-2014,20,20772,22299,13037,4920,61028,1199,1068,1311,3578,64606
16-01-2014,21,20342,21350,13058,4619,59369,1126,972,1166,3264,62633
16-01-2014,22,19760,20296,12802,4281,57139,1049,872,1045,2966,60105
16-01-2014,23,18804,19341,12358,3890,54393,985,789,964,2738,57131
17-01-2014,0,18063,18660,12050,3632,52405,947,750,929,2626,55031
17-01-2014,1,17761,18379,11866,3423,51429,928,735,919,2582,54011
17-01-2014,2,17621,18436,11833,3330,51220,921,732,909,2562,53782
17-01-2014,3,17526,18736,12001,3326,51589,932,748,915,2595,54184
17-01-2014,4,17604,18991,12468,3396,52459,962,797,972,2731,55190
17-01-2014,5,18024,19849,13443,3586,54902,1083,924,1178,3185,58087
17-01-2014,6,19555,21974,13899,4246,59674,1234,1101,1384,3719,63393
17-01-2014,7,21541,23867,14089,5039,64536,1323,1211,1481,4015,68551
17-01-2014,8,22259,24472,13924,5328,65983,1346,1232,1500,4078,70061
17-01-2014,9,22167,24387,13864,5303,65721,1337,1206,1526,4069,69790
17-01-2014,10,21975,24412,13803,5400,65590,1314,1175,1521,4010,69600
17-01-2014,11,21912,24196,13741,5369,65218,1276,1139,1492,3907,69125
17-01-2014,12,21615,23597,13558,5240,64010,1298,1153,1484,3935,67945
17-01-2014,13,21498,23119,13438,5133,63188,1286,1143,1461,3890,67078
17-01-2014,14,21392,22923,13390,4974,62679,1286,1136,1447,3869,66548
17-01-2014,15,21354,23066,13662,4865,62947,1315,1168,1455,3938,66885
17-01-2014,16,21590,23638,13810,5099,64137,1339,1205,1518,4062,68199
17-01-2014,17,21594,23748,13795,5504,64641,1312,1192,1504,4008,68649
17-01-2014,18,21345,23386,13768,5351,63850,1279,1144,1453,3876,67726
17-01-2014,19,21017,22602,13612,4905,62136,1237,1100,1387,3724,65860
17-01-2014,20,20584,21694,13093,4500,59871,1177,1038,1302,3517,63388
17-01-2014,21,20042,20776,13154,4203,58175,1095,945,1178,3218,61393
17-01-2014,22,19448,20020,12884,3901,56253,1029,856,1068,2953,59206
17-01-2014,23,18963,18913,12354,3608,53838,975,781,991,2747,56585
18-01-2014,0,18402,18486,12037,3355,52280,939,733,942,2614,54894
18-01-2014,1,17989,18260,11845,3207,51301,931,711,909,2551,53852
18-01-2014,2,17753,17974,11746,3148,50621,922,702,900,2524,53145
18-01-2014,3,17686,18055,11724,3127,50592,919,706,893,2518,53110
18-01-2014,4,17736,18068,11859,3140,50803,941,729,916,2586,53389
18-01-2014,5,17856,18314,12145,3208,51523,984,778,987,2749,54272
18-01-2014,6,18222,18862,12155,3452,52691,1038,844,1074,2956,55647
18-01-2014,7,18761,19483,12511,3771,54526,1075,908,1141,3124,57650
18-01-2014,8,19620,20211,12593,4097,56521,1145,971,1230,3346,59867
18-01-2014,9,20210,20798,12757,4352,58117,1180,1005,1294,3479,61596
18-01-2014,10,20657,21368,12815,4563,59403,1176,1015,1311,3502,62905
18-01-2014,11,20611,21373,12733,4627,59344,1161,1002,1308,3471,62815
18-01-2014,12,20491,21175,12588,4586,58840,1146,990,1294,3430,62270
18-01-2014,13,20297,20923,12528,4547,58295,1139,981,1265,3385,61680
18-01-2014,14,20171,20844,12686,4557,58258,1143,974,1249,3366,61624
18-01-2014,15,20341,21256,13270,4562,59429,1205,1013,1280,3498,62927
18-01-2014,16,20734,21970,13703,4835,61242,1269,1096,1407,3772,65014
18-01-2014,17,20928,22356,13808,5223,62315,1234,1094,1410,3738,66053
18-01-2014,18,20806,21831,13627,5086,61350,1220,1067,1366,3653,65003
18-01-2014,19,20340,21178,13140,4714,59372,1180,1040,1311,3531,62903
18-01-2014,20,19899,20583,12806,4435,57723,1128,991,1239,3358,61081
18-01-2014,21,19422,19952,12982,4184,56540,1069,915,1135,3119,59659
18-01-2014,22,18944,19520,12927,3979,55370,1013,837,1035,2885,58255
18-01-2014,23,18403,18713,12551,3724,53391,963,774,954,2691,56082
19-01-2014,0,17936,17898,12182,3518,51534,923,734,899,2556,54090
19-01-2014,1,17639,17685,11977,3363,50664,906,708,871,2485,53149
19-01-2014,2,17404,17485,11799,3298,49986,906,697,855,2458,52444
19-01-2014,3,17351,17414,11881,3247,49893,903,699,849,2451,52344
19-01-2014,4,17337,17487,11955,3270,50049,918,720,868,2506,52555
19-01-2014,5,17433,17687,12081,3343,50544,949,763,923,2635,53179
19-01-2014,6,17683,18151,11984,3495,51313,995,816,989,2800,54113
19-01-2014,7,17946,18570,12259,3811,52586,1037,866,1040,2943,55529
19-01-2014,8,18460,19117,12348,4099,54024,1099,929,1123,3151,57175
19-01-2014,9,18991,19887,12483,4372,55733,1143,975,1199,3317,59050
19-01-2014,10,19591,20497,12661,4520,57269,1145,981,1215,3341,60610
19-01-2014,11,19733,20731,12635,4632,57731,1129,972,1208,3309,61040
19-01-2014,12,19810,20700,12474,4636,57620,1114,970,1195,3279,60899
19-01-2014,13,19658,20845,12324,4589,57416,1105,963,1181,3249,60665
19-01-2014,14,19729,20582,12424,4567,57302,1113,960,1174,3247,60549
19-01-2014,15,19856,21066,12901,4631,58454,1170,1000,1220,3390,61844
19-01-2014,16,20260,21883,13249,4908,60300,1242,1108,1373,3723,64023
19-01-2014,17,20351,22415,13323,5331,61420,1231,1116,1391,3738,65158
19-01-2014,18,20119,22316,13253,5228,60916,1216,1104,1366,3686,64602
19-01-2014,19,19934,21922,13024,4949,59829,1191,1084,1314,3589,63418
19-01-2014,20,19758,21392,12690,4609,58449,1144,1036,1233,3413,61862
19-01-2014,21,19556,20776,12974,4361,57667,1060,949,1109,3118,60785
19-01-2014,22,18936,19667,12935,4052,55590,993,860,992,2845,58435
19-01-2014,23,18263,18736,12544,3778,53321,948,773,913,2634,55955
20-01-2014,0,17717,18197,12312,3567,51793,918,733,868,2519,54312
20-01-2014,1,17458,17806,12142,3449,50855,904,717,859,2480,53335
20-01-2014,2,17298,17835,12078,3385,50596,907,708,855,2470,53066
20-01-2014,3,17318,17922,12219,3428,50887,906,720,866,2492,53379
20-01-2014,4,17471,18223,12615,3539,51848,956,769,928,2653,54501
20-01-2014,5,18053,19248,13599,3792,54692,1078,898,1170,3146,57838
20-01-2014,6,19566,21325,13941,4458,59290,1241,1075,1388,3704,62994
20-01-2014,7,21469,23225,14221,5310,64225,1342,1191,1500,4033,68258
20-01-2014,8,22240,23679,14102,5611,65632,1374,1235,1550,4159,69791
20-01-2014,9,22058,23679,14032,5644,65413,1370,1231,1548,4149,69562
20-01-2014,10,21800,23671,14019,5704,65194,1357,1220,1526,4103,69297
20-01-2014,11,21639,23711,13887,5742,64979,1333,1175,1494,4002,68981
20-01-2014,12,21576,23670,13718,5655,64619,1338,1192,1496,4026,68645
20-01-2014,13,21590,23243,13651,5633,64117,1321,1186,1473,3980,68097
20-01-2014,14,21457,23346,13452,5589,63844,1308,1174,1464,3946,67790
20-01-2014,15,21485,23445,13620,5421,63971,1332,1201,1470,4003,67974
20-01-2014,16,21799,23862,13894,5580,65135,1372,1258,1558,4188,69323
20-01-2014,17,21813,24267,13841,5977,65898,1351,1246,1566,4163,70061
20-01-2014,18,21484,23886,13894,5737,65001,1326,1210,1514,4050,69051
20-01-2014,19,21175,23277,13656,5391,63499,1297,1170,1454,3921,67420
20-01-2014,20,20818,22596,13104,5005,61523,1234,1112,1353,3699,65222
20-01-2014,21,20350,21791,13080,4670,59891,1141,1012,1196,3349,63240
20-01-2014,22,19626,20501,12852,4261,57240,1056,911,1054,3021,60261
20-01-2014,23,18671,19494,12327,3879,54371,997,822,969,2788,57159
21-01-2014,0,17876,18789,12022,3588,52275,966,780,927,2673,54948
21-01-2014,1,17535,18413,11854,3428,51230,954,766,909,2629,53859
21-01-2014,2,17449,18236,11805,3349,50839,946,766,906,2618,53457
21-01-2014,3,17413,18253,11890,3372,50928,956,776,920,2652,53580
21-01-2014,4,17616,18376,12311,3462,51765,990,818,988,2796,54561
21-01-2014,5,18306,19188,13252,3707,54453,1115,941,1204,3260,57713
21-01-2014,6,19945,21416,13641,4443,59445,1272,1116,1403,3791,63236
21-01-2014,7,21848,23515,13760,5255,64378,1365,1222,1514,4101,68479
21-01-2014,8,22363,23382,13431,5506,64682,1387,1261,1553,4201,68883
21-01-2014,9,22054,23534,13385,5523,64496,1383,1256,1551,4190,68686
21-01-2014,10,21986,23609,13333,5631,64559,1379,1236,1544,4159,68718
21-01-2014,11,21769,23346,13279,5592,63986,1348,1191,1514,4053,68039
21-01-2014,12,21644,23282,13160,5492,63578,1356,1203,1513,4072,67650
21-01-2014,13,21550,23297,13042,5521,63410,1355,1199,1499,4053,67463
21-01-2014,14,21702,23442,13027,5450,63621,1343,1188,1494,4025,67646
21-01-2014,15,21680,23373,13287,5343,63683,1368,1208,1493,4069,67752
21-01-2014,16,21869,23657,13572,5476,64574,1415,1266,1583,4264,68838
21-01-2014,17,21858,23880,13558,5889,65185,1396,1259,1589,4244,69429
21-01-2014,18,21630,23537,13618,5646,64431,1368,1223,1541,4132,68563
21-01-2014,19,21295,23190,13497,5286,63268,1340,1185,1487,4012,67280
21-01-2014,20,21057,22391,12965,4926,61339,1287,1121,1386,3794,65133
21-01-2014,21,20522,21130,12921,4616,59189,1188,1019,1228,3435,62624
21-01-2014,22,19711,20268,12618,4216,56813,1099,914,1097,3110,59923
21-01-2014,23,18781,19170,12120,3824,53895,1045,829,1025,2899,56794
22-01-2014,0,18243,18327,11846,3575,51991,1006,780,988,2774,54765
22-01-2014,1,17962,18050,11610,3417,51039,989,766,965,2720,53759
22-01-2014,2,17737,17862,11550,3354,50503,986,766,963,2715,53218
22-01-2014,3,17693,18123,11685,3367,50868,998,778,975,2751,53619
22-01-2014,4,17898,18344,12111,3476,51829,1051,831,1047,2929,54758
22-01-2014,5,18482,19128,13116,3758,54484,1173,959,1260,3392,57876
22-01-2014,6,20101,21358,13559,4439,59457,1321,1131,1471,3923,63380
22-01-2014,7,21829,23406,13702,5236,64173,1412,1235,1574,4221,68394
22-01-2014,8,22481,23403,13545,5510,64939,1432,1274,1614,4320,69259
22-01-2014,9,22473,23468,13454,5547,64942,1428,1279,1621,4328,69270
22-01-2014,10,22441,23582,13368,5690,65081,1411,1254,1597,4262,69343
22-01-2014,11,22120,23200,13304,5679,64303,1393,1207,1555,4155,68458
22-01-2014,12,22060,23222,13104,5593,63979,1401,1220,1542,4163,68142
22-01-2014,13,22020,23247,12991,5603,63861,1384,1213,1532,4129,67990
22-01-2014,14,21970,23192,12991,5506,63659,1384,1204,1523,4111,67770
22-01-2014,15,22092,23540,13297,5387,64316,1391,1226,1514,4131,68447
22-01-2014,16,22358,24069,13650,5477,65554,1425,1283,1604,4312,69866
22-01-2014,17,22316,24501,13789,5905,66511,1403,1286,1606,4295,70806
22-01-2014,18,22048,23939,13833,5701,65521,1384,1247,1564,4195,69716
22-01-2014,19,21801,23471,13676,5365,64313,1344,1205,1510,4059,68372
22-01-2014,20,21370,22823,13128,4997,62318,1301,1140,1414,3855,66173
22-01-2014,21,20854,21868,13071,4652,60445,1202,1032,1271,3505,63950
22-01-2014,22,20071,20774,12809,4330,57984,1124,928,1153,3205,61189
22-01-2014,23,19130,19631,12323,3988,55072,1061,841,1077,2979,58051
23-01-2014,0,18430,18608,12038,3678,52754,1041,800,1033,2874,55628
23-01-2014,1,18036,18661,11869,3584,52150,1023,779,1015,2817,54967
23-01-2014,2,17900,18557,11813,3538,51808,1017,777,1009,2803,54611
23-01-2014,3,17925,18745,11922,3551,52143,1025,788,1008,2821,54964
23-01-2014,4,18056,19189,12342,3634,53221,1063,837,1062,2962,56183
23-01-2014,5,18593,19942,13353,3856,55744,1180,966,1275,3421,59165
23-01-2014,6,20100,22284,13845,4533,60762,1338,1135,1478,3951,64713
23-01-2014,7,21977,24359,14060,5358,65754,1419,1237,1604,4260,70014
23-01-2014,8,22514,24184,13867,5654,66219,1448,1281,1645,4374,70593
23-01-2014,9,22244,24110,13770,5718,65842,1453,1287,1650,4390,70232
23-01-2014,10,22081,24322,13760,5841,66004,1454,1264,1624,4342,70346
23-01-2014,11,21945,24161,13693,5812,65611,1419,1216,1571,4206,69817
23-01-2014,12,21818,24080,13561,5728,65187,1430,1230,1549,4209,69396
23-01-2014,13,21673,23805,13488,5738,64704,1403,1219,1538,4160,68864
23-01-2014,14,21828,23721,13380,5635,64564,1395,1204,1528,4127,68691
23-01-2014,15,21917,23974,13653,5463,65007,1405,1223,1541,4169,69176
23-01-2014,16,22255,24581,13984,5569,66389,1454,1282,1624,4360,70749
23-01-2014,17,22232,24744,13972,6024,66972,1444,1286,1638,4368,71340
23-01-2014,18,21908,24184,14003,5837,65932,1421,1251,1604,4276,70208
23-01-2014,19,21552,23376,13859,5498,64285,1392,1211,1537,4140,68425
23-01-2014,20,21193,22463,13362,5155,62173,1336,1146,1430,3912,66085
23-01-2014,21,20674,21802,13332,4878,60686,1239,1037,1270,3546,64232
23-01-2014,22,19958,20562,13072,4479,58071,1162,934,1141,3237,61308
23-01-2014,23,19145,19582,12619,4095,55441,1108,856,1065,3029,58470
24-01-2014,0,18364,18711,12305,3830,53210,1083,809,1024,2916,56126
24-01-2014,1,17914,18383,12125,3691,52113,1062,795,1007,2864,54977
24-01-2014,2,17736,18358,12151,3655,51900,1051,790,999,2840,54740
24-01-2014,3,17823,18437,12223,3657,52140,1055,801,1011,2867,55007
24-01-2014,4,18003,18760,12651,3730,53144,1093,849,1073,3015,56159
24-01-2014,5,18572,19704,13596,3939,55811,1211,978,1277,3466,59277
24-01-2014,6,20123,21791,14027,4603,60544,1368,1151,1476,3995,64539
24-01-2014,7,22019,23871,14228,5388,65506,1458,1250,1588,4296,69802
24-01-2014,8,22614,23984,13945,5595,66138,1486,1295,1623,4404,70542
24-01-2014,9,22234,23970,13885,5574,65663,1482,1295,1635,4412,70075
24-01-2014,10,22138,23946,13818,5698,65600,1477,1271,1603,4351,69951
24-01-2014,11,21916,23534,13613,5652,64715,1444,1228,1547,4219,68934
24-01-2014,12,21764,23417,13367,5485,64033,1448,1237,1531,4216,68249
24-01-2014,13,21610,23322,13196,5319,63447,1426,1225,1505,4156,67603
24-01-2014,14,21507,22760,13070,5177,62514,1408,1214,1483,4105,66619
24-01-2014,15,21318,22822,13354,5094,62588,1410,1219,1477,4106,66694
24-01-2014,16,21487,23343,13654,5218,63702,1465,1284,1581,4330,68032
24-01-2014,17,21695,23826,13675,5762,64958,1440,1275,1589,4304,69262
24-01-2014,18,21547,23271,13630,5630,64078,1426,1231,1534,4191,68269
24-01-2014,19,21231,22330,13300,5154,62015,1383,1199,1473,4055,66070
24-01-2014,20,20488,21446,12894,4787,59615,1323,1142,1390,3855,63470
24-01-2014,21,19848,20768,12861,4467,57944,1244,1042,1260,3546,61490
24-01-2014,22,19180,19844,12530,4218,55772,1160,944,1147,3251,59023
24-01-2014,23,18735,18900,11983,3978,53596,1093,871,1067,3031,56627
25-01-2014,0,18315,18385,11578,3699,51977,1044,825,1019,2888,54865
25-01-2014,1,17926,18155,11274,3546,50901,1025,805,995,2825,53726
25-01-2014,2,17689,18089,11129,3414,50321,1018,795,985,2798,53119
25-01-2014,3,17536,18041,11099,3426,50102,1017,802,986,2805,52907
25-01-2014,4,17548,18248,11164,3437,50397,1028,829,1010,2867,53264
25-01-2014,5,17640,18385,11499,3533,51057,1066,873,1084,3023,54080
25-01-2014,6,18039,18888,11499,3721,52147,1134,950,1180,3264,55411
25-01-2014,7,18666,19635,11805,4052,54158,1184,1012,1259,3455,57613
25-01-2014,8,19239,20081,11817,4345,55482,1244,1084,1369,3697,59179
25-01-2014,9,19966,20832,11801,4607,57206,1277,1121,1426,3824,61030
25-01-2014,10,20559,21160,11867,4749,58335,1278,1115,1407,3800,62135
25-01-2014,11,20664,21457,11786,4791,58698,1263,1088,1378,3729,62427
25-01-2014,12,20531,21388,11610,4723,58252,1255,1072,1351,3678,61930
25-01-2014,13,20325,21154,11476,4631,57586,1244,1062,1323,3629,61215
25-01-2014,14,20124,21025,11493,4580,57222,1240,1056,1310,3606,60828
25-01-2014,15,20188,21124,11982,4599,57893,1263,1076,1333,3672,61565
25-01-2014,16,20620,21955,12471,4888,59934,1338,1168,1456,3962,63896
25-01-2014,17,21029,22386,12568,5449,61432,1328,1180,1477,3985,65417
25-01-2014,18,20631,21994,12299,5346,60270,1300,1150,1429,3879,64149
25-01-2014,19,20271,21385,11838,4998,58492,1260,1118,1377,3755,62247
25-01-2014,20,19740,20529,11413,4707,56389,1212,1070,1302,3584,59973
25-01-2014,21,19245,19895,11572,4480,55192,1150,1000,1195,3345,58537
25-01-2014,22,18764,19332,11433,4237,53766,1083,922,1098,3103,56869
25-01-2014,23,18242,18740,11040,4006,52028,1031,852,1019,2902,54930
26-01-2014,0,17790,18167,10623,3787,50367,997,810,977,2784,53151
26-01-2014,1,17431,17880,10305,3600,49216,977,789,952,2718,51934
26-01-2014,2,17280,17641,10220,3508,48649,968,783,940,2691,51340
26-01-2014,3,17198,17714,10179,3455,48546,969,786,931,2686,51232
26-01-2014,4,17204,17835,10251,3476,48766,986,809,955,2750,51516
26-01-2014,5,17229,17983,10449,3595,49256,1016,846,1013,2875,52131
26-01-2014,6,17429,18302,10324,3783,49838,1062,907,1080,3049,52887
26-01-2014,7,17771,18878,10578,3997,51224,1098,955,1133,3186,54410
26-01-2014,8,18268,19121,10610,4258,52257,1159,1032,1237,3428,55685
26-01-2014,9,18893,19965,10847,4539,54244,1201,1072,1305,3578,57822
26-01-2014,10,19397,20193,10992,4697,55279,1204,1071,1310,3585,58864
26-01-2014,11,19635,20904,10990,4743,56272,1198,1049,1297,3544,59816
26-01-2014,12,19634,21084,10943,4782,56443,1193,1032,1285,3510,59953
26-01-2014,13,19634,20948,10857,4737,56176,1189,1032,1270,3491,59667
26-01-2014,14,19693,20919,10915,4776,56303,1190,1032,1253,3475,59778
26-01-2014,15,19902,21085,11300,4843,57130,1228,1064,1275,3567,60697
26-01-2014,16,20195,21772,11778,5088,58833,1297,1160,1420,3877,62710
26-01-2014,17,20451,22260,11878,5398,59987,1293,1167,1457,3917,63904
26-01-2014,18,20324,22042,11879,5281,59526,1277,1150,1437,3864,63390
26-01-2014,19,20187,21763,11679,5069,58698,1240,1127,1381,3748,62446
26-01-2014,20,20146,21169,11317,4842,57474,1190,1074,1293,3557,61031
26-01-2014,21,19875,20309,11511,4600,56295,1114,988,1167,3269,59564
26-01-2014,22,19397,19416,11457,4314,54584,1039,898,1049,2986,57570
26-01-2014,23,18697,18576,11084,4020,52377,983,825,966,2774,55151
27-01-2014,0,18095,18340,10790,3806,51031,947,786,926,2659,53690
27-01-2014,1,17771,18022,10606,3685,50084,935,768,906,2609,52693
27-01-2014,2,17775,17869,10531,3591,49766,938,766,900,2604,52370
27-01-2014,3,17631,17936,10662,3599,49828,949,780,910,2639,52467
27-01-2014,4,17779,18218,11132,3718,50847,986,829,977,2792,53639
27-01-2014,5,18282,19149,12181,3981,53593,1118,956,1200,3274,56867
27-01-2014,6,19759,21200,12692,4678,58329,1303,1141,1421,3865,62194
27-01-2014,7,21658,23373,12937,5472,63440,1387,1239,1545,4171,67611
27-01-2014,8,22212,23656,12786,5742,64396,1427,1290,1597,4314,68710
27-01-2014,9,22024,23927,12763,5708,64422,1417,1296,1598,4311,68733
27-01-2014,10,22078,24328,12805,5760,64971,1407,1269,1566,4242,69213
27-01-2014,11,21685,23818,12763,5715,63981,1377,1227,1539,4143,68124
27-01-2014,12,21461,23729,12624,5609,63423,1390,1237,1546,4173,67596
27-01-2014,13,21437,23560,12600,5569,63166,1381,1228,1535,4144,67310
27-01-2014,14,21396,23437,12533,5496,62862,1384,1224,1519,4127,66989
27-01-2014,15,21305,23534,12711,5316,62866,1399,1241,1509,4149,67015
27-01-2014,16,21531,24052,12966,5372,63921,1442,1294,1570,4306,68227
27-01-2014,17,21767,24290,12929,5900,64886,1434,1294,1578,4306,69192
27-01-2014,18,21440,23720,12962,5744,63866,1400,1246,1526,4172,68038
27-01-2014,19,21057,23215,12751,5410,62433,1349,1204,1464,4017,66450
27-01-2014,20,20653,22525,12146,5019,60343,1293,1136,1360,3789,64132
27-01-2014,21,20148,21563,12252,4731,58694,1204,1031,1198,3433,62127
27-01-2014,22,19282,20453,12015,4335,56085,1112,923,1068,3103,59188
27-01-2014,23,18490,19345,11610,3954,53399,1040,842,989,2871,56270
28-01-2014,0,17667,18401,11295,3701,51064,998,804,949,2751,53815
28-01-2014,1,17350,18006,11051,3575,49982,989,782,928,2699,52681
28-01-2014,2,17291,17938,11019,3502,49750,996,778,922,2696,52446
28-01-2014,3,17153,18075,11164,3549,49941,1009,788,934,2731,52672
28-01-2014,4,17221,18294,11617,3612,50744,1054,839,999,2892,53636
28-01-2014,5,17738,19128,12624,3843,53333,1180,963,1213,3356,56689
28-01-2014,6,19263,21083,12974,4534,57854,1333,1139,1432,3904,61758
28-01-2014,7,20986,23024,13122,5313,62445,1422,1237,1544,4203,66648
28-01-2014,8,21477,23179,12967,5572,63195,1456,1289,1575,4320,67515
28-01-2014,9,21078,22977,12878,5595,62528,1437,1285,1558,4280,66808
28-01-2014,10,21066,23139,12928,5693,62826,1422,1261,1552,4235,67061
28-01-2014,11,20956,23010,12847,5706,62519,1387,1220,1520,4127,66646
28-01-2014,12,20783,22870,12714,5538,61905,1400,1230,1525,4155,66060
28-01-2014,13,20688,22642,12698,5546,61574,1393,1217,1518,4128,65702
28-01-2014,14,20744,22557,12704,5471,61476,1391,1209,1504,4104,65580
28-01-2014,15,20899,22945,12883,5363,62090,1396,1224,1498,4118,66208
28-01-2014,16,21108,23463,13293,5483,63347,1441,1280,1576,4297,67644
28-01-2014,17,21282,23800,13231,6023,64336,1434,1300,1589,4323,68659
28-01-2014,18,20852,23211,13302,5868,63233,1399,1256,1539,4194,67427
28-01-2014,19,20385,22721,13200,5489,61795,1361,1219,1481,4061,65856
28-01-2014,20,20015,21948,12624,5103,59690,1308,1149,1374,3831,63521
28-01-2014,21,19620,21177,12654,4758,58209,1205,1040,1217,3462,61671
28-01-2014,22,18768,20244,12339,4368,55719,1116,935,1088,3139,58858
28-01-2014,23,17907,18881,11883,4038,52709,1062,849,1006,2917,55626
29-01-2014,0,17225,18450,11594,3734,51003,1042,809,962,2813,53816
29-01-2014,1,16834,17851,11331,3665,49681,1029,791,942,2762,52443
29-01-2014,2,16684,17790,11230,3603,49307,1022,787,936,2745,52052
29-01-2014,3,16699,18037,11356,3626,49718,1037,802,946,2785,52503
29-01-2014,4,16929,18275,11871,3713,50788,1075,850,1005,2930,53718
29-01-2014,5,17454,19197,12891,3997,53539,1202,975,1225,3402,56941
29-01-2014,6,19057,20944,13214,4639,57854,1354,1153,1437,3944,61798
29-01-2014,7,20823,23150,13208,5422,62603,1428,1248,1550,4226,66829
29-01-2014,8,21351,23342,13113,5646,63452,1460,1298,1581,4339,67791
29-01-2014,9,21120,23467,13081,5742,63410,1453,1297,1568,4318,67728
29-01-2014,10,21051,23550,13041,5863,63505,1450,1283,1556,4289,67794
29-01-2014,11,20768,23431,12942,5854,62995,1421,1236,1531,4188,67183
29-01-2014,12,20818,23437,12797,5700,62752,1427,1246,1534,4207,66959
29-01-2014,13,20801,23427,12698,5721,62647,1412,1241,1526,4179,66826
29-01-2014,14,20866,23542,12664,5674,62746,1409,1228,1522,4159,66905
29-01-2014,15,20845,23713,12793,5475,62826,1411,1231,1535,4177,67003
29-01-2014,16,21000,24211,13299,5550,64060,1469,1293,1611,4373,68433
29-01-2014,17,21257,24701,13389,6099,65446,1467,1300,1626,4393,69839
29-01-2014,18,20991,24000,13422,5913,64326,1447,1258,1578,4283,68609
29-01-2014,19,20724,23390,13283,5576,62973,1401,1222,1512,4135,67108
29-01-2014,20,20426,22893,12670,5202,61191,1347,1154,1396,3897,65088
29-01-2014,21,20161,21987,12658,4849,59655,1248,1051,1233,3532,63187
29-01-2014,22,19393,20895,12454,4457,57199,1158,941,1108,3207,60406
29-01-2014,23,18529,19758,11930,4028,54245,1097,857,1024,2978,57223
