Date,NO Hydro,SE Hydro,FI Hydro,Total Hydro
13-03-2015,34149.0,10580.86,2285.14,47015
14-03-2015,33839.0,10431.57,2270.43,46541
15-03-2015,33529.0,10282.29,2255.71,46067
16-03-2015,33219.0,10133.0,2241.0,45593
17-03-2015,32908.14,10007.71,2226.71,45142.6
18-03-2015,32597.29,9882.43,2212.43,44692.2
19-03-2015,32286.43,9757.14,2198.14,44241.7
20-03-2015,31975.57,9631.86,2183.86,43791.3
21-03-2015,31664.71,9506.57,2169.57,43340.8
22-03-2015,31353.86,9381.29,2155.29,42890.4
23-03-2015,31043.0,9256.0,2141.0,42440
24-03-2015,30766.57,9138.29,2130.14,42035
25-03-2015,30490.14,9020.57,2119.29,41630
26-03-2015,30213.71,8902.86,2108.43,41225
27-03-2015,29937.29,8785.14,2097.57,40820
28-03-2015,29660.86,8667.43,2086.71,40415
29-03-2015,29384.43,8549.71,2075.86,40010
30-03-2015,29108.0,8432.0,2065.0,39605
31-03-2015,28909.43,8362.29,2062.0,39333.7
01-04-2015,28710.86,8292.57,2059.0,39062.4
02-04-2015,28512.29,8222.86,2056.0,38791.2
03-04-2015,28313.71,8153.14,2053.0,38519.8
04-04-2015,28115.14,8083.43,2050.0,38248.6
05-04-2015,27916.57,8013.71,2047.0,37977.3
06-04-2015,27718.0,7944.0,2044.0,37706
07-04-2015,27542.86,7902.0,2057.43,37502.3
08-04-2015,27367.71,7860.0,2070.86,37298.6
09-04-2015,27192.57,7818.0,2084.29,37094.9
10-04-2015,27017.43,7776.0,2097.71,36891.1
11-04-2015,26842.29,7734.0,2111.14,36687.4
12-04-2015,26667.14,7692.0,2124.57,36483.7
13-04-2015,26492.0,7650.0,2138.0,36280
14-04-2015,26425.43,7698.71,2165.14,36289.3
15-04-2015,26358.86,7747.43,2192.29,36298.6
16-04-2015,26292.29,7796.14,2219.43,36307.9
17-04-2015,26225.71,7844.86,2246.57,36317.1
18-04-2015,26159.14,7893.57,2273.71,36326.4
19-04-2015,26092.57,7942.29,2300.86,36335.7
20-04-2015,26026.0,7991.0,2328.0,36345
21-04-2015,25855.0,8015.86,2358.14,36229
22-04-2015,25684.0,8040.71,2388.29,36113
23-04-2015,25513.0,8065.57,2418.43,35997
24-04-2015,25342.0,8090.43,2448.57,35881
25-04-2015,25171.0,8115.29,2478.71,35765
26-04-2015,25000.0,8140.14,2508.86,35649
27-04-2015,24829.0,8165.0,2539.0,35533
28-04-2015,24918.71,8365.43,2606.29,35890.4
29-04-2015,25008.43,8565.86,2673.57,36247.9
30-04-2015,25098.14,8766.29,2740.86,36605.3
01-05-2015,25187.86,8966.71,2808.14,36962.7
02-05-2015,25277.57,9167.14,2875.43,37320.1
03-05-2015,25367.29,9367.57,2942.71,37677.6
04-05-2015,25457.0,9568.0,3010.0,38035
05-05-2015,25689.71,9853.14,3141.29,38684.1
06-05-2015,25922.43,10138.29,3272.57,39333.3
07-05-2015,26155.14,10423.43,3403.86,39982.4
08-05-2015,26387.86,10708.57,3535.14,40631.6
09-05-2015,26620.57,10993.71,3666.43,41280.7
10-05-2015,26853.29,11278.86,3797.71,41929.9
11-05-2015,27086.0,11564.0,3929.0,42579
12-05-2015,27204.14,11800.0,3971.57,42975.7
13-05-2015,27322.29,12036.0,4014.14,43372.4
14-05-2015,27440.43,12272.0,4056.71,43769.1
15-05-2015,27558.57,12508.0,4099.29,44165.9
16-05-2015,27676.71,12744.0,4141.86,44562.6
17-05-2015,27794.86,12980.0,4184.43,44959.3
18-05-2015,27913.0,13216.0,4227.0,45356
19-05-2015,28136.14,13569.0,4248.57,45953.7
20-05-2015,28359.29,13922.0,4270.14,46551.4
21-05-2015,28582.43,14275.0,4291.71,47149.1
22-05-2015,28805.57,14628.0,4313.29,47746.9
23-05-2015,29028.71,14981.0,4334.86,48344.6
24-05-2015,29251.86,15334.0,4356.43,48942.3
25-05-2015,29475.0,15687.0,4378.0,49540
26-05-2015,29883.57,16141.29,4387.0,50411.9
27-05-2015,30292.14,16595.57,4396.0,51283.7
28-05-2015,30700.71,17049.86,4405.0,52155.6
29-05-2015,31109.29,17504.14,4414.0,53027.4
30-05-2015,31517.86,17958.43,4423.0,53899.3
31-05-2015,31926.43,18412.71,4432.0,54771.1
01-06-2015,32335.0,18867.0,4441.0,55643
02-06-2015,32765.0,19090.86,4440.71,56296.6
03-06-2015,33195.0,19314.71,4440.43,56950.1
04-06-2015,33625.0,19538.57,4440.14,57603.7
05-06-2015,34055.0,19762.43,4439.86,58257.3
06-06-2015,34485.0,19986.29,4439.57,58910.9
07-06-2015,34915.0,20210.14,4439.29,59564.4
08-06-2015,35345.0,20434.0,4439.0,60218
09-06-2015,35703.29,20548.0,4443.71,60695
10-06-2015,36061.57,20662.0,4448.43,61172
11-06-2015,36419.86,20776.0,4453.14,61649
12-06-2015,36778.14,20890.0,4457.86,62126
13-06-2015,37136.43,21004.0,4462.57,62603
14-06-2015,37494.71,21118.0,4467.29,63080
15-06-2015,37853.0,21232.0,4472.0,63557
16-06-2015,38389.86,21486.0,4477.71,64353.6
17-06-2015,38926.71,21740.0,4483.43,65150.1
18-06-2015,39463.57,21994.0,4489.14,65946.7
19-06-2015,40000.43,22248.0,4494.86,66743.3
20-06-2015,40537.29,22502.0,4500.57,67539.9
21-06-2015,41074.14,22756.0,4506.29,68336.4
22-06-2015,41611.0,23010.0,4512.0,69133
23-06-2015,42415.43,23237.29,4511.0,70163.7
24-06-2015,43219.86,23464.57,4510.0,71194.4
25-06-2015,44024.29,23691.86,4509.0,72225.1
26-06-2015,44828.71,23919.14,4508.0,73255.9
27-06-2015,45633.14,24146.43,4507.0,74286.6
28-06-2015,46437.57,24373.71,4506.0,75317.3
29-06-2015,47242.0,24601.0,4505.0,76348
30-06-2015,48218.0,24893.29,4499.14,77610.4
01-07-2015,49194.0,25185.57,4493.29,78872.9
02-07-2015,50170.0,25477.86,4487.43,80135.3
03-07-2015,51146.0,25770.14,4481.57,81397.7
04-07-2015,52122.0,26062.43,4475.71,82660.1
05-07-2015,53098.0,26354.71,4469.86,83922.6
06-07-2015,54074.0,26647.0,4464.0,85185
07-07-2015,54591.0,26796.0,4451.29,85838.3
08-07-2015,55108.0,26945.0,4438.57,86491.6
09-07-2015,55625.0,27094.0,4425.86,87144.9
10-07-2015,56142.0,27243.0,4413.14,87798.1
11-07-2015,56659.0,27392.0,4400.43,88451.4
12-07-2015,57176.0,27541.0,4387.71,89104.7
13-07-2015,57693.0,27690.0,4375.0,89758
14-07-2015,58159.43,27828.43,4372.71,90360.6
15-07-2015,58625.86,27966.86,4370.43,90963.1
16-07-2015,59092.29,28105.29,4368.14,91565.7
17-07-2015,59558.71,28243.71,4365.86,92168.3
18-07-2015,60025.14,28382.14,4363.57,92770.9
19-07-2015,60491.57,28520.57,4361.29,93373.4
20-07-2015,60958.0,28659.0,4359.0,93976
21-07-2015,61343.14,28877.86,4372.43,94593.4
22-07-2015,61728.29,29096.71,4385.86,95210.9
23-07-2015,62113.43,29315.57,4399.29,95828.3
24-07-2015,62498.57,29534.43,4412.71,96445.7
25-07-2015,62883.71,29753.29,4426.14,97063.1
26-07-2015,63268.86,29972.14,4439.57,97680.6
27-07-2015,63654.0,30191.0,4453.0,98298
28-07-2015,64058.86,30227.86,4450.71,98737.4
29-07-2015,64463.71,30264.71,4448.43,99176.9
30-07-2015,64868.57,30301.57,4446.14,99616.3
31-07-2015,65273.43,30338.43,4443.86,100056
01-08-2015,65678.29,30375.29,4441.57,100495
02-08-2015,66083.14,30412.14,4439.29,100935
03-08-2015,66488.0,30449.0,4437.0,101374
04-08-2015,66811.0,30447.0,4429.14,101687
05-08-2015,67134.0,30445.0,4421.29,102000
06-08-2015,67457.0,30443.0,4413.43,102313
07-08-2015,67780.0,30441.0,4405.57,102627
08-08-2015,68103.0,30439.0,4397.71,102940
09-08-2015,68426.0,30437.0,4389.86,103253
10-08-2015,68749.0,30435.0,4382.0,103566
11-08-2015,69002.0,30377.57,4360.0,103740
12-08-2015,69255.0,30320.14,4338.0,103913
13-08-2015,69508.0,30262.71,4316.0,104087
14-08-2015,69761.0,30205.29,4294.0,104260
15-08-2015,70014.0,30147.86,4272.0,104434
16-08-2015,70267.0,30090.43,4250.0,104607
17-08-2015,70520.0,30033.0,4228.0,104781
18-08-2015,70922.71,30028.71,4217.14,105169
19-08-2015,71325.43,30024.43,4206.29,105556
20-08-2015,71728.14,30020.14,4195.43,105944
21-08-2015,72130.86,30015.86,4184.57,106331
22-08-2015,72533.57,30011.57,4173.71,106719
23-08-2015,72936.29,30007.29,4162.86,107106
24-08-2015,73339.0,30003.0,4152.0,107494
25-08-2015,73525.71,29971.86,4142.0,107640
26-08-2015,73712.43,29940.71,4132.0,107785
27-08-2015,73899.14,29909.57,4122.0,107931
28-08-2015,74085.86,29878.43,4112.0,108076
29-08-2015,74272.57,29847.29,4102.0,108222
30-08-2015,74459.29,29816.14,4092.0,108367
31-08-2015,74646.0,29785.0,4082.0,108513
01-09-2015,74560.43,29686.14,4073.14,108320
02-09-2015,74474.86,29587.29,4064.29,108126
03-09-2015,74389.29,29488.43,4055.43,107933
04-09-2015,74303.71,29389.57,4046.57,107740
05-09-2015,74218.14,29290.71,4037.71,107547
06-09-2015,74132.57,29191.86,4028.86,107353
07-09-2015,74047.0,29093.0,4020.0,107160
08-09-2015,74285.86,29153.29,4021.57,107461
09-09-2015,74524.71,29213.57,4023.14,107761
10-09-2015,74763.57,29273.86,4024.71,108062
11-09-2015,75002.43,29334.14,4026.29,108363
12-09-2015,75241.29,29394.43,4027.86,108664
13-09-2015,75480.14,29454.71,4029.43,108964
14-09-2015,75719.0,29515.0,4031.0,109265
15-09-2015,75764.29,29590.57,4045.43,109400
16-09-2015,75809.57,29666.14,4059.86,109536
17-09-2015,75854.86,29741.71,4074.29,109671
18-09-2015,75900.14,29817.29,4088.71,109806
19-09-2015,75945.43,29892.86,4103.14,109941
20-09-2015,75990.71,29968.43,4117.57,110077
21-09-2015,76036.0,30044.0,4132.0,110212
22-09-2015,76058.14,30136.86,4129.57,110325
23-09-2015,76080.29,30229.71,4127.14,110437
24-09-2015,76102.43,30322.57,4124.71,110550
25-09-2015,76124.57,30415.43,4122.29,110662
26-09-2015,76146.71,30508.29,4119.86,110775
27-09-2015,76168.86,30601.14,4117.43,110887
28-09-2015,76191.0,30694.0,4115.0,111000
29-09-2015,76050.14,30643.57,4105.57,110799
30-09-2015,75909.29,30593.14,4096.14,110599
01-10-2015,75768.43,30542.71,4086.71,110398
02-10-2015,75627.57,30492.29,4077.29,110197
03-10-2015,75486.71,30441.86,4067.86,109996
04-10-2015,75345.86,30391.43,4058.43,109796
05-10-2015,75205.0,30341.0,4049.0,109595
06-10-2015,75022.14,30255.29,4039.0,109316
07-10-2015,74839.29,30169.57,4029.0,109038
08-10-2015,74656.43,30083.86,4019.0,108759
09-10-2015,74473.57,29998.14,4009.0,108481
10-10-2015,74290.71,29912.43,3999.0,108202
11-10-2015,74107.86,29826.71,3989.0,107924
12-10-2015,73925.0,29741.0,3979.0,107645
13-10-2015,73862.71,29681.29,3977.43,107521
14-10-2015,73800.43,29621.57,3975.86,107398
15-10-2015,73738.14,29561.86,3974.29,107274
16-10-2015,73675.86,29502.14,3972.71,107151
17-10-2015,73613.57,29442.43,3971.14,107027
18-10-2015,73551.29,29382.71,3969.57,106904
19-10-2015,73489.0,29323.0,3968.0,106780
20-10-2015,73369.29,29237.57,3965.71,106573
21-10-2015,73249.57,29152.14,3963.43,106365
22-10-2015,73129.86,29066.71,3961.14,106158
23-10-2015,73010.14,28981.29,3958.86,105950
24-10-2015,72890.43,28895.86,3956.57,105743
25-10-2015,72770.71,28810.43,3954.29,105535
26-10-2015,72651.0,28725.0,3952.0,105328
27-10-2015,72579.14,28712.57,3948.29,105240
28-10-2015,72507.29,28700.14,3944.57,105152
29-10-2015,72435.43,28687.71,3940.86,105064
30-10-2015,72363.57,28675.29,3937.14,104976
31-10-2015,72291.71,28662.86,3933.43,104888
01-11-2015,72219.86,28650.43,3929.71,104800
02-11-2015,72148.0,28638.0,3926.0,104712
03-11-2015,72171.71,28578.0,3930.0,104680
04-11-2015,72195.43,28518.0,3934.0,104647
05-11-2015,72219.14,28458.0,3938.0,104615
06-11-2015,72242.86,28398.0,3942.0,104583
07-11-2015,72266.57,28338.0,3946.0,104551
08-11-2015,72290.29,28278.0,3950.0,104518
09-11-2015,72314.0,28218.0,3954.0,104486
10-11-2015,72068.0,28097.14,3953.14,104118
11-11-2015,71822.0,27976.29,3952.29,103751
12-11-2015,71576.0,27855.43,3951.43,103383
13-11-2015,71330.0,27734.57,3950.57,103015
14-11-2015,71084.0,27613.71,3949.71,102647
15-11-2015,70838.0,27492.86,3948.86,102280
16-11-2015,70592.0,27372.0,3948.0,101912
17-11-2015,70421.29,27264.57,3949.0,101635
18-11-2015,70250.57,27157.14,3950.0,101358
19-11-2015,70079.86,27049.71,3951.0,101081
20-11-2015,69909.14,26942.29,3952.0,100803
21-11-2015,69738.43,26834.86,3953.0,100526
22-11-2015,69567.71,26727.43,3954.0,100249
23-11-2015,69397.0,26620.0,3955.0,99972
24-11-2015,69436.0,26550.0,3964.57,99950.6
25-11-2015,69475.0,26480.0,3974.14,99929.1
26-11-2015,69514.0,26410.0,3983.71,99907.7
27-11-2015,69553.0,26340.0,3993.29,99886.3
28-11-2015,69592.0,26270.0,4002.86,99864.9
29-11-2015,69631.0,26200.0,4012.43,99843.4
30-11-2015,69670.0,26130.0,4022.0,99822
01-12-2015,69623.43,26023.0,4031.14,99677.6
02-12-2015,69576.86,25916.0,4040.29,99533.1
03-12-2015,69530.29,25809.0,4049.43,99388.7
04-12-2015,69483.71,25702.0,4058.57,99244.3
05-12-2015,69437.14,25595.0,4067.71,99099.9
06-12-2015,69390.57,25488.0,4076.86,98955.4
07-12-2015,69344.0,25381.0,4086.0,98811
08-12-2015,69267.86,25272.14,4094.86,98634.9
09-12-2015,69191.71,25163.29,4103.71,98458.7
10-12-2015,69115.57,25054.43,4112.57,98282.6
11-12-2015,69039.43,24945.57,4121.43,98106.4
12-12-2015,68963.29,24836.71,4130.29,97930.3
13-12-2015,68887.14,24727.86,4139.14,97754.1
14-12-2015,68811.0,24619.0,4148.0,97578
15-12-2015,68891.14,24619.86,4160.57,97671.6
16-12-2015,68971.29,24620.71,4173.14,97765.1
17-12-2015,69051.43,24621.57,4185.71,97858.7
18-12-2015,69131.57,24622.43,4198.29,97952.3
19-12-2015,69211.71,24623.29,4210.86,98045.9
20-12-2015,69291.86,24624.14,4223.43,98139.4
21-12-2015,69372.0,24625.0,4236.0,98233
22-12-2015,69149.71,24513.0,4233.0,97895.7
23-12-2015,68927.43,24401.0,4230.0,97558.4
24-12-2015,68705.14,24289.0,4227.0,97221.1
25-12-2015,68482.86,24177.0,4224.0,96883.9
26-12-2015,68260.57,24065.0,4221.0,96546.6
27-12-2015,68038.29,23953.0,4218.0,96209.3
28-12-2015,67816.0,23841.0,4215.0,95872
29-12-2015,67392.0,23652.57,4200.0,95244.6
30-12-2015,66968.0,23464.14,4185.0,94617.1
31-12-2015,66544.0,23275.71,4170.0,93989.7
01-01-2016,66120.0,23087.29,4155.0,93362.3
02-01-2016,65696.0,22898.86,4140.0,92734.9
03-01-2016,65272.0,22710.43,4125.0,92107.4
04-01-2016,64848.0,22522.0,4110.0,91480
05-01-2016,64391.71,22333.57,4093.71,90819
06-01-2016,63935.43,22145.14,4077.43,90158
07-01-2016,63479.14,21956.71,4061.14,89497
08-01-2016,63022.86,21768.29,4044.86,88836
09-01-2016,62566.57,21579.86,4028.57,88175
10-01-2016,62110.29,21391.43,4012.29,87514
11-01-2016,61654.0,21203.0,3996.0,86853
12-01-2016,61165.57,21004.14,3973.71,86143.4
13-01-2016,60677.14,20805.29,3951.43,85433.9
14-01-2016,60188.71,20606.43,3929.14,84724.3
15-01-2016,59700.29,20407.57,3906.86,84014.7
16-01-2016,59211.86,20208.71,3884.57,83305.1
17-01-2016,58723.43,20009.86,3862.29,82595.6
18-01-2016,58235.0,19811.0,3840.0,81886
19-01-2016,58057.14,19688.86,3826.57,81572.6
20-01-2016,57879.29,19566.71,3813.14,81259.1
21-01-2016,57701.43,19444.57,3799.71,80945.7
22-01-2016,57523.57,19322.43,3786.29,80632.3
23-01-2016,57345.71,19200.29,3772.86,80318.9
24-01-2016,57167.86,19078.14,3759.43,80005.4
25-01-2016,56990.0,18956.0,3746.0,79692
26-01-2016,56743.71,18810.71,3724.86,79279.3
27-01-2016,56497.43,18665.43,3703.71,78866.6
28-01-2016,56251.14,18520.14,3682.57,78453.9
29-01-2016,56004.86,18374.86,3661.43,78041.1
30-01-2016,55758.57,18229.57,3640.29,77628.4
31-01-2016,55512.29,18084.29,3619.14,77215.7
01-02-2016,55266.0,17939.0,3598.0,76803
02-02-2016,54915.71,17778.14,3586.57,76280.4
03-02-2016,54565.43,17617.29,3575.14,75757.9
04-02-2016,54215.14,17456.43,3563.71,75235.3
05-02-2016,53864.86,17295.57,3552.29,74712.7
06-02-2016,53514.57,17134.71,3540.86,74190.1
07-02-2016,53164.29,16973.86,3529.43,73667.6
08-02-2016,52814.0,16813.0,3518.0,73145
09-02-2016,52446.14,16627.29,3495.43,72568.9
10-02-2016,52078.29,16441.57,3472.86,71992.7
11-02-2016,51710.43,16255.86,3450.29,71416.6
12-02-2016,51342.57,16070.14,3427.71,70840.4
13-02-2016,50974.71,15884.43,3405.14,70264.3
14-02-2016,50606.86,15698.71,3382.57,69688.1
15-02-2016,50239.0,15513.0,3360.0,69112
16-02-2016,49836.86,15323.0,3333.0,68492.9
17-02-2016,49434.71,15133.0,3306.0,67873.7
18-02-2016,49032.57,14943.0,3279.0,67254.6
19-02-2016,48630.43,14753.0,3252.0,66635.4
20-02-2016,48228.29,14563.0,3225.0,66016.3
21-02-2016,47826.14,14373.0,3198.0,65397.1
22-02-2016,47424.0,14183.0,3171.0,64778
23-02-2016,47007.0,13996.14,3141.43,64144.6
24-02-2016,46590.0,13809.29,3111.86,63511.2
25-02-2016,46173.0,13622.43,3082.29,62877.7
26-02-2016,45756.0,13435.57,3052.71,62244.3
27-02-2016,45339.0,13248.71,3023.14,61610.8
28-02-2016,44922.0,13061.86,2993.57,60977.4
29-02-2016,44505.0,12875.0,2964.0,60344
01-03-2016,44069.43,12702.14,2938.29,59709.9
02-03-2016,43633.86,12529.29,2912.57,59075.7
03-03-2016,43198.29,12356.43,2886.86,58441.6
04-03-2016,42762.71,12183.57,2861.14,57807.4
05-03-2016,42327.14,12010.71,2835.43,57173.3
06-03-2016,41891.57,11837.86,2809.71,56539.1
07-03-2016,41456.0,11665.0,2784.0,55905
08-03-2016,41157.14,11546.57,2757.86,55461.6
09-03-2016,40858.29,11428.14,2731.71,55018.1
10-03-2016,40559.43,11309.71,2705.57,54574.7
11-03-2016,40260.57,11191.29,2679.43,54131.3
12-03-2016,39961.71,11072.86,2653.29,53687.9
13-03-2016,39662.86,10954.43,2627.14,53244.4
14-03-2016,39364.0,10836.0,2601.0,52801
15-03-2016,39094.57,10716.71,2577.86,52389.1
16-03-2016,38825.14,10597.43,2554.71,51977.3
17-03-2016,38555.71,10478.14,2531.57,51565.4
18-03-2016,38286.29,10358.86,2508.43,51153.6
19-03-2016,38016.86,10239.57,2485.29,50741.7
20-03-2016,37747.43,10120.29,2462.14,50329.9
21-03-2016,37478.0,10001.0,2439.0,49918
22-03-2016,37263.43,9904.57,2423.71,49591.7
23-03-2016,37048.86,9808.14,2408.43,49265.4
24-03-2016,36834.29,9711.71,2393.14,48939.1
25-03-2016,36619.71,9615.29,2377.86,48612.9
26-03-2016,36405.14,9518.86,2362.57,48286.6
27-03-2016,36190.57,9422.43,2347.29,47960.3
28-03-2016,35976.0,9326.0,2332.0,47634
29-03-2016,35765.71,9276.0,2334.57,47376.3
30-03-2016,35555.43,9226.0,2337.14,47118.6
31-03-2016,35345.14,9176.0,2339.71,46860.8
01-04-2016,35134.86,9126.0,2342.29,46603.2
02-04-2016,34924.57,9076.0,2344.86,46345.4
03-04-2016,34714.29,9026.0,2347.43,46087.7
04-04-2016,34504.0,8976.0,2350.0,45830
05-04-2016,34260.71,8917.43,2361.86,45540
06-04-2016,34017.43,8858.86,2373.71,45250
07-04-2016,33774.14,8800.29,2385.57,44960
08-04-2016,33530.86,8741.71,2397.43,44670
09-04-2016,33287.57,8683.14,2409.29,44380
10-04-2016,33044.29,8624.57,2421.14,44090
11-04-2016,32801.0,8566.0,2433.0,43800
12-04-2016,32628.43,8519.57,2455.29,43603.3
13-04-2016,32455.86,8473.14,2477.57,43406.6
14-04-2016,32283.29,8426.71,2499.86,43209.9
15-04-2016,32110.71,8380.29,2522.14,43013.1
16-04-2016,31938.14,8333.86,2544.43,42816.4
17-04-2016,31765.57,8287.43,2566.71,42619.7
18-04-2016,31593.0,8241.0,2589.0,42423
19-04-2016,31354.43,8232.29,2643.57,42230.3
20-04-2016,31115.86,8223.57,2698.14,42037.6
21-04-2016,30877.29,8214.86,2752.71,41844.9
22-04-2016,30638.71,8206.14,2807.29,41652.1
23-04-2016,30400.14,8197.43,2861.86,41459.4
24-04-2016,30161.57,8188.71,2916.43,41266.7
25-04-2016,29923.0,8180.0,2971.0,41074
26-04-2016,29936.0,8357.71,3062.0,41355.7
27-04-2016,29949.0,8535.43,3153.0,41637.4
28-04-2016,29962.0,8713.14,3244.0,41919.1
29-04-2016,29975.0,8890.86,3335.0,42200.9
30-04-2016,29988.0,9068.57,3426.0,42482.6
01-05-2016,30001.0,9246.29,3517.0,42764.3
02-05-2016,30014.0,9424.0,3608.0,43046
03-05-2016,30317.14,9708.57,3667.43,43693.1
04-05-2016,30620.29,9993.14,3726.86,44340.3
05-05-2016,30923.43,10277.71,3786.29,44987.4
06-05-2016,31226.57,10562.29,3845.71,45634.6
07-05-2016,31529.71,10846.86,3905.14,46281.7
08-05-2016,31832.86,11131.43,3964.57,46928.9
09-05-2016,32136.0,11416.0,4024.0,47576
10-05-2016,32357.71,11595.29,4045.43,47998.4
11-05-2016,32579.43,11774.57,4066.86,48420.9
12-05-2016,32801.14,11953.86,4088.29,48843.3
13-05-2016,33022.86,12133.14,4109.71,49265.7
14-05-2016,33244.57,12312.43,4131.14,49688.1
15-05-2016,33466.29,12491.71,4152.57,50110.6
16-05-2016,33688.0,12671.0,4174.0,50533
17-05-2016,34382.43,13082.0,4181.71,51646.1
18-05-2016,35076.86,13493.0,4189.43,52759.3
19-05-2016,35771.29,13904.0,4197.14,53872.4
20-05-2016,36465.71,14315.0,4204.86,54985.6
21-05-2016,37160.14,14726.0,4212.57,56098.7
22-05-2016,37854.57,15137.0,4220.29,57211.9
23-05-2016,38549.0,15548.0,4228.0,58325
24-05-2016,39589.57,15864.43,4222.43,59676.4
25-05-2016,40630.14,16180.86,4216.86,61027.9
